worker_id,score
AWO4DDM0X826U,1
A3O1I9MATO3ZZN,1
A10AVWALIHR4UQ,1
A329OLXWLB6WT9,1
A2S6QOCFC3EAYH,1
A2866TYG0D96LM,1
A3EVXSWHYA1PTT,1
A2NR6DBUEXC3Y4,1
AZ4OS53UFG7V0,1
A1HTK5IZEWYUCY,1
A2LLY9JPYC9KJ4,1
A2RH1UQSCEC0OD,1
A3HQMQX8ACRIXZ,1
A3SUDYDNOPTMGX,1
A3674XGKH8UXR4,1
A1561P9VVA3C1C,1
A4G5HTRMVSMHA,1
A3EG4C9T4F5DUR,1
AH7CPLVO15FM5,1
A1FBEM5WECB986,1
A1VTGZTVLV00SH,1
A144OK7GGOQZKS,1
A1KOHXO0BIQB8T,1
A1EM0SFZVHQYDD,1
A2QCQGZD7T1QNL,1
ANUDIQ1BCX2Z0,1
A39QHF23KZR1BG,1
A2OZPDMRFZM1BB,1
AI98BZLXJDDSW,1
A1VRG5HKZC0H0C,1
A1LBJQ7K0AW5U3,1
A3SMHT004D5IOY,1
A3ABUJTYNT7HH4,1
A15QM0DTL65EOL,1
A3ENQKD0V9VHBF,1
AIR4YWDDONXUX,1
A2LXXG4SNGUTHW,1
AJQ3LY8UGA4XV,1
A3B7TNVOISSZ2O,1
A1UBMR7KI0S8DS,1
A2JTMK62VME1G0,1
A2199FQE7R6RF6,1
A26TA3HGBFSPYH,1
A2MPW5P3ERJCN0,1
A1QUHXSLD0HSQR,1
A10F0OVV7A0U74,1
AR55GGUU5JWWS,1
A1ZJM4WFHQ96DC,1
